date,datetime,cash_type,card,money,coffee_name
14/09/2024,4:29:19 PM,card,ANON-0000-0000-0543,32.82,Cappuccino
14/09/2024,4:30:17 PM,card,ANON-0000-0000-0543,32.82,Cappuccino
15/09/2024,8:42:41 AM,card,ANON-0000-0000-0347,18.12,Espresso
15/09/2024,9:49:39 AM,card,ANON-0000-0000-0620,27.92,Americano with Milk
15/09/2024,1:49:37 PM,card,ANON-0000-0000-0304,23.02,Americano
15/09/2024,2:36:19 PM,card,ANON-0000-0000-0141,23.02,Cortado
15/09/2024,2:37:21 PM,card,ANON-0000-0000-0141,23.02,Cortado
15/09/2024,2:53:19 PM,card,ANON-0000-0000-0543,32.82,Cappuccino
16/09/2024,1:32:23 PM,card,ANON-0000-0000-0621,32.82,Latte
16/09/2024,1:33:37 PM,card,ANON-0000-0000-0584,27.92,Americano with Milk
16/09/2024,3:23:19 PM,card,ANON-0000-0000-0621,32.82,Latte
16/09/2024,5:16:06 PM,card,ANON-0000-0000-0622,27.92,Americano with Milk
16/09/2024,5:18:03 PM,card,ANON-0000-0000-0623,32.82,Latte
16/09/2024,6:54:45 PM,card,ANON-0000-0000-0624,32.82,Latte
16/09/2024,6:56:05 PM,card,ANON-0000-0000-0625,32.82,Latte
16/09/2024,9:10:19 PM,card,ANON-0000-0000-0626,27.92,Americano with Milk
16/09/2024,9:11:32 PM,card,ANON-0000-0000-0626,32.82,Latte
16/09/2024,9:37:47 PM,card,ANON-0000-0000-0287,27.92,Americano with Milk
16/09/2024,9:38:49 PM,card,ANON-0000-0000-0097,27.92,Americano with Milk
17/09/2024,7:54:58 AM,card,ANON-0000-0000-0627,23.02,Cortado
17/09/2024,8:09:01 AM,card,ANON-0000-0000-0621,32.82,Latte
17/09/2024,8:37:38 AM,card,ANON-0000-0000-0276,27.92,Americano with Milk
17/09/2024,8:42:31 AM,card,ANON-0000-0000-0141,23.02,Cortado
17/09/2024,9:10:04 AM,card,ANON-0000-0000-0554,32.82,Cappuccino
17/09/2024,9:11:08 AM,card,ANON-0000-0000-0554,27.92,Americano with Milk
17/09/2024,9:34:57 AM,card,ANON-0000-0000-0620,27.92,Americano with Milk
17/09/2024,12:38:34 PM,card,ANON-0000-0000-0628,18.12,Espresso
17/09/2024,12:39:34 PM,card,ANON-0000-0000-0628,27.92,Americano with Milk
17/09/2024,12:44:15 PM,card,ANON-0000-0000-0629,32.82,Latte
17/09/2024,1:54:23 PM,card,ANON-0000-0000-0554,27.92,Americano with Milk
17/09/2024,1:55:31 PM,card,ANON-0000-0000-0630,23.02,Cortado
17/09/2024,4:29:37 PM,card,ANON-0000-0000-0554,32.82,Cappuccino
17/09/2024,4:31:01 PM,card,ANON-0000-0000-0630,32.82,Latte
17/09/2024,6:54:24 PM,card,ANON-0000-0000-0631,32.82,Hot Chocolate
17/09/2024,7:00:46 PM,card,ANON-0000-0000-0632,27.92,Americano with Milk
17/09/2024,7:03:53 PM,card,ANON-0000-0000-0633,27.92,Americano with Milk
17/09/2024,7:12:48 PM,card,ANON-0000-0000-0634,32.82,Latte
17/09/2024,7:14:00 PM,card,ANON-0000-0000-0634,27.92,Americano with Milk
17/09/2024,7:15:00 PM,card,ANON-0000-0000-0634,27.92,Americano with Milk
17/09/2024,7:31:57 PM,card,ANON-0000-0000-0635,27.92,Americano with Milk
17/09/2024,10:19:36 PM,card,ANON-0000-0000-0636,32.82,Hot Chocolate
17/09/2024,10:20:19 PM,card,ANON-0000-0000-0637,32.82,Hot Chocolate
18/09/2024,2:29:49 PM,card,ANON-0000-0000-0638,32.82,Latte
18/09/2024,5:34:20 PM,card,ANON-0000-0000-0639,32.82,Latte
18/09/2024,9:15:39 PM,card,ANON-0000-0000-0040,27.92,Americano with Milk
18/09/2024,9:18:22 PM,card,ANON-0000-0000-0040,27.92,Americano with Milk
19/09/2024,8:17:19 AM,card,ANON-0000-0000-0276,27.92,Americano with Milk
19/09/2024,8:30:29 AM,card,ANON-0000-0000-0627,23.02,Cortado
19/09/2024,10:01:31 AM,card,ANON-0000-0000-0494,32.82,Latte
19/09/2024,12:59:34 PM,card,ANON-0000-0000-0004,23.02,Americano
19/09/2024,1:00:34 PM,card,ANON-0000-0000-0004,27.92,Americano with Milk
19/09/2024,1:45:42 PM,card,ANON-0000-0000-0640,23.02,Cortado
20/09/2024,8:34:57 AM,card,ANON-0000-0000-0276,27.92,Americano with Milk
20/09/2024,9:46:15 AM,card,ANON-0000-0000-0641,27.92,Americano with Milk
20/09/2024,1:39:55 PM,card,ANON-0000-0000-0333,27.92,Americano with Milk
20/09/2024,4:03:30 PM,card,ANON-0000-0000-0642,32.82,Latte
20/09/2024,8:39:23 PM,card,ANON-0000-0000-0643,23.02,Americano
20/09/2024,9:31:37 PM,card,ANON-0000-0000-0287,27.92,Americano with Milk
20/09/2024,9:32:43 PM,card,ANON-0000-0000-0287,27.92,Americano with Milk
21/09/2024,11:01:15 AM,card,ANON-0000-0000-0644,32.82,Latte
21/09/2024,11:02:14 AM,card,ANON-0000-0000-0644,32.82,Cocoa
21/09/2024,11:37:47 AM,card,ANON-0000-0000-0543,23.02,Cortado
21/09/2024,11:38:45 AM,card,ANON-0000-0000-0543,23.02,Cortado
21/09/2024,3:10:09 PM,card,ANON-0000-0000-0645,32.82,Cappuccino
21/09/2024,3:36:14 PM,card,ANON-0000-0000-0646,32.82,Latte
21/09/2024,6:16:29 PM,card,ANON-0000-0000-0507,32.82,Latte
21/09/2024,6:17:31 PM,card,ANON-0000-0000-0507,32.82,Latte
21/09/2024,8:29:43 PM,card,ANON-0000-0000-0040,23.02,Americano
21/09/2024,8:30:39 PM,card,ANON-0000-0000-0040,23.02,Americano
21/09/2024,8:33:58 PM,card,ANON-0000-0000-0602,32.82,Latte
21/09/2024,8:35:30 PM,card,ANON-0000-0000-0602,32.82,Latte
21/09/2024,10:18:46 PM,card,ANON-0000-0000-0647,27.92,Americano with Milk
21/09/2024,10:19:50 PM,card,ANON-0000-0000-0647,23.02,Americano
21/09/2024,10:20:48 PM,card,ANON-0000-0000-0647,23.02,Americano
22/09/2024,8:32:54 AM,card,ANON-0000-0000-0648,23.02,Americano
22/09/2024,10:12:10 AM,card,ANON-0000-0000-0649,27.92,Americano with Milk
22/09/2024,10:13:09 AM,card,ANON-0000-0000-0649,32.82,Latte
22/09/2024,11:06:26 AM,card,ANON-0000-0000-0650,23.02,Cortado
22/09/2024,11:07:36 AM,card,ANON-0000-0000-0650,23.02,Cortado
22/09/2024,11:52:00 AM,card,ANON-0000-0000-0651,27.92,Americano with Milk
22/09/2024,11:55:13 AM,card,ANON-0000-0000-0099,23.02,Americano
22/09/2024,12:07:21 PM,card,ANON-0000-0000-0276,27.92,Americano with Milk
22/09/2024,1:28:15 PM,card,ANON-0000-0000-0333,27.92,Americano with Milk
22/09/2024,1:29:36 PM,card,ANON-0000-0000-0333,27.92,Americano with Milk
22/09/2024,1:33:35 PM,card,ANON-0000-0000-0510,27.92,Americano with Milk
22/09/2024,3:34:10 PM,card,ANON-0000-0000-0652,32.82,Latte
22/09/2024,3:35:24 PM,card,ANON-0000-0000-0652,27.92,Americano with Milk
22/09/2024,4:25:03 PM,card,ANON-0000-0000-0653,32.82,Cocoa
22/09/2024,8:19:10 PM,card,ANON-0000-0000-0654,32.82,Latte
22/09/2024,8:20:36 PM,card,ANON-0000-0000-0654,32.82,Cappuccino
22/09/2024,8:46:26 PM,card,ANON-0000-0000-0455,27.92,Americano with Milk
22/09/2024,8:47:35 PM,card,ANON-0000-0000-0455,27.92,Americano with Milk
22/09/2024,9:07:05 PM,card,ANON-0000-0000-0655,27.92,Americano with Milk
22/09/2024,9:08:15 PM,card,ANON-0000-0000-0655,27.92,Americano with Milk
22/09/2024,9:54:04 PM,card,ANON-0000-0000-0637,32.82,Hot Chocolate
22/09/2024,9:54:54 PM,card,ANON-0000-0000-0637,32.82,Hot Chocolate
22/09/2024,10:37:02 PM,card,ANON-0000-0000-0656,23.02,Americano
22/09/2024,10:37:58 PM,card,ANON-0000-0000-0657,27.92,Americano with Milk
23/09/2024,9:03:37 AM,card,ANON-0000-0000-0276,27.92,Americano with Milk
23/09/2024,10:04:17 AM,card,ANON-0000-0000-0141,23.02,Cortado
23/09/2024,12:11:04 PM,card,ANON-0000-0000-0584,23.02,Americano
23/09/2024,2:08:52 PM,card,ANON-0000-0000-0573,27.92,Americano with Milk
23/09/2024,5:27:48 PM,card,ANON-0000-0000-0658,32.82,Cappuccino
23/09/2024,6:48:30 PM,card,ANON-0000-0000-0659,23.02,Americano
23/09/2024,7:47:22 PM,card,ANON-0000-0000-0507,32.82,Latte
23/09/2024,8:09:46 PM,card,ANON-0000-0000-0206,32.82,Cappuccino
23/09/2024,10:13:31 PM,card,ANON-0000-0000-0641,27.92,Americano with Milk
23/09/2024,10:15:15 PM,card,ANON-0000-0000-0641,27.92,Americano with Milk
24/09/2024,8:33:33 AM,card,ANON-0000-0000-0276,27.92,Americano with Milk
24/09/2024,12:23:57 PM,card,ANON-0000-0000-0634,32.82,Latte
24/09/2024,12:24:55 PM,card,ANON-0000-0000-0634,32.82,Latte
24/09/2024,12:46:44 PM,card,ANON-0000-0000-0660,32.82,Latte
24/09/2024,12:47:49 PM,card,ANON-0000-0000-0660,32.82,Latte
24/09/2024,2:11:39 PM,card,ANON-0000-0000-0661,32.82,Latte
24/09/2024,2:31:29 PM,card,ANON-0000-0000-0662,23.02,Cortado
24/09/2024,3:37:24 PM,card,ANON-0000-0000-0510,32.82,Cappuccino
24/09/2024,4:38:48 PM,card,ANON-0000-0000-0583,32.82,Latte
24/09/2024,6:43:03 PM,card,ANON-0000-0000-0408,23.02,Americano
24/09/2024,6:43:54 PM,card,ANON-0000-0000-0408,23.02,Americano
24/09/2024,8:15:50 PM,card,ANON-0000-0000-0663,32.82,Hot Chocolate
24/09/2024,9:05:14 PM,card,ANON-0000-0000-0631,32.82,Latte
24/09/2024,9:06:32 PM,card,ANON-0000-0000-0531,27.92,Americano with Milk
24/09/2024,9:07:35 PM,card,ANON-0000-0000-0531,27.92,Americano with Milk
25/09/2024,7:51:21 AM,card,ANON-0000-0000-0664,32.82,Cappuccino
25/09/2024,11:35:33 AM,card,ANON-0000-0000-0141,23.02,Cortado
25/09/2024,11:51:15 AM,card,ANON-0000-0000-0665,27.92,Americano with Milk
25/09/2024,11:52:53 AM,card,ANON-0000-0000-0665,32.82,Latte
25/09/2024,1:54:51 PM,card,ANON-0000-0000-0666,27.92,Americano with Milk
25/09/2024,1:55:59 PM,card,ANON-0000-0000-0666,27.92,Americano with Milk
25/09/2024,5:36:37 PM,card,ANON-0000-0000-0667,27.92,Americano with Milk
25/09/2024,5:37:32 PM,card,ANON-0000-0000-0667,27.92,Americano with Milk
25/09/2024,9:34:41 PM,card,ANON-0000-0000-0668,23.02,Americano
25/09/2024,10:18:52 PM,card,ANON-0000-0000-0475,27.92,Americano with Milk
26/09/2024,8:43:35 AM,card,ANON-0000-0000-0570,32.82,Latte
26/09/2024,10:37:06 AM,card,ANON-0000-0000-0333,27.92,Americano with Milk
26/09/2024,10:55:52 AM,card,ANON-0000-0000-0669,18.12,Espresso
26/09/2024,11:34:49 AM,card,ANON-0000-0000-0670,32.82,Cappuccino
26/09/2024,12:48:01 PM,card,ANON-0000-0000-0671,32.82,Latte
26/09/2024,6:21:56 PM,card,ANON-0000-0000-0672,32.82,Latte
26/09/2024,10:45:15 PM,card,ANON-0000-0000-0673,32.82,Latte
26/09/2024,10:46:18 PM,card,ANON-0000-0000-0673,23.02,Cortado
26/09/2024,10:47:25 PM,card,ANON-0000-0000-0472,27.92,Americano with Milk
27/09/2024,9:29:46 AM,card,ANON-0000-0000-0276,27.92,Americano with Milk
27/09/2024,9:33:44 AM,card,ANON-0000-0000-0141,23.02,Cortado
27/09/2024,9:41:05 AM,card,ANON-0000-0000-0674,32.82,Cappuccino
27/09/2024,10:46:57 AM,card,ANON-0000-0000-0333,27.92,Americano with Milk
27/09/2024,11:35:00 AM,card,ANON-0000-0000-0333,27.92,Americano with Milk
27/09/2024,1:20:31 PM,card,ANON-0000-0000-0675,32.82,Cappuccino
27/09/2024,1:25:05 PM,card,ANON-0000-0000-0676,32.82,Cappuccino
27/09/2024,1:28:33 PM,card,ANON-0000-0000-0676,23.02,Americano
27/09/2024,1:33:52 PM,card,ANON-0000-0000-0677,27.92,Americano with Milk
27/09/2024,6:07:44 PM,card,ANON-0000-0000-0678,32.82,Latte
27/09/2024,6:08:58 PM,card,ANON-0000-0000-0678,32.82,Latte
27/09/2024,6:37:46 PM,card,ANON-0000-0000-0679,32.82,Cappuccino
27/09/2024,6:40:54 PM,card,ANON-0000-0000-0680,32.82,Cappuccino
27/09/2024,8:18:13 PM,card,ANON-0000-0000-0408,32.82,Cappuccino
27/09/2024,8:19:14 PM,card,ANON-0000-0000-0408,32.82,Cappuccino
27/09/2024,8:58:15 PM,card,ANON-0000-0000-0681,27.92,Americano with Milk
28/09/2024,8:06:45 AM,card,ANON-0000-0000-0666,27.92,Americano with Milk
28/09/2024,9:31:15 AM,card,ANON-0000-0000-0682,27.92,Americano with Milk
28/09/2024,2:25:47 PM,card,ANON-0000-0000-0507,35.76,Latte
28/09/2024,4:57:20 PM,card,ANON-0000-0000-0683,35.76,Latte
28/09/2024,5:26:17 PM,card,ANON-0000-0000-0684,30.86,Americano with Milk
28/09/2024,8:34:31 PM,card,ANON-0000-0000-0445,35.76,Latte
28/09/2024,8:38:37 PM,card,ANON-0000-0000-0685,35.76,Latte
28/09/2024,10:16:37 PM,card,ANON-0000-0000-0686,35.76,Cappuccino
28/09/2024,10:17:30 PM,card,ANON-0000-0000-0686,35.76,Cocoa
28/09/2024,10:18:16 PM,card,ANON-0000-0000-0687,25.96,Cortado
28/09/2024,10:19:13 PM,card,ANON-0000-0000-0687,35.76,Hot Chocolate
29/09/2024,10:48:45 AM,card,ANON-0000-0000-0467,25.96,Americano
29/09/2024,10:50:05 AM,card,ANON-0000-0000-0172,35.76,Cappuccino
29/09/2024,10:51:03 AM,card,ANON-0000-0000-0172,35.76,Cappuccino
29/09/2024,10:52:23 AM,card,ANON-0000-0000-0172,35.76,Cappuccino
29/09/2024,10:53:42 AM,card,ANON-0000-0000-0333,30.86,Americano with Milk
29/09/2024,12:35:43 PM,card,ANON-0000-0000-0683,35.76,Latte
29/09/2024,12:50:58 PM,card,ANON-0000-0000-0141,25.96,Cortado
29/09/2024,12:54:15 PM,card,ANON-0000-0000-0602,35.76,Latte
29/09/2024,12:55:22 PM,card,ANON-0000-0000-0688,35.76,Latte
29/09/2024,6:02:27 PM,card,ANON-0000-0000-0689,35.76,Cappuccino
29/09/2024,10:31:03 PM,card,ANON-0000-0000-0690,35.76,Latte
30/09/2024,8:08:48 AM,card,ANON-0000-0000-0141,25.96,Cortado
30/09/2024,8:58:55 AM,card,ANON-0000-0000-0691,25.96,Cortado
30/09/2024,9:00:05 AM,card,ANON-0000-0000-0692,35.76,Hot Chocolate
30/09/2024,10:01:09 AM,card,ANON-0000-0000-0276,30.86,Americano with Milk
30/09/2024,10:05:18 AM,card,ANON-0000-0000-0141,25.96,Cortado
30/09/2024,11:32:55 AM,card,ANON-0000-0000-0693,30.86,Americano with Milk
30/09/2024,4:45:44 PM,card,ANON-0000-0000-0333,30.86,Americano with Milk
30/09/2024,7:32:18 PM,card,ANON-0000-0000-0507,35.76,Latte
30/09/2024,7:53:14 PM,card,ANON-0000-0000-0694,30.86,Americano with Milk
30/09/2024,7:54:18 PM,card,ANON-0000-0000-0694,25.96,Cortado
30/09/2024,7:59:19 PM,card,ANON-0000-0000-0631,35.76,Latte
30/09/2024,8:00:42 PM,card,ANON-0000-0000-0531,30.86,Americano with Milk
30/09/2024,8:01:42 PM,card,ANON-0000-0000-0633,30.86,Americano with Milk
30/09/2024,9:41:08 PM,card,ANON-0000-0000-0695,30.86,Americano with Milk
01/10/2024,7:47:08 AM,card,ANON-0000-0000-0696,35.76,Latte
01/10/2024,9:48:31 AM,card,ANON-0000-0000-0276,30.86,Americano with Milk
01/10/2024,10:02:27 AM,card,ANON-0000-0000-0333,30.86,Americano with Milk
01/10/2024,10:03:47 AM,card,ANON-0000-0000-0333,30.86,Americano with Milk
01/10/2024,11:55:32 AM,card,ANON-0000-0000-0697,30.86,Americano with Milk
01/10/2024,12:12:48 PM,card,ANON-0000-0000-0698,30.86,Americano with Milk
01/10/2024,12:14:23 PM,card,ANON-0000-0000-0698,30.86,Americano with Milk
01/10/2024,2:17:35 PM,card,ANON-0000-0000-0699,25.96,Americano
01/10/2024,2:18:53 PM,card,ANON-0000-0000-0699,30.86,Americano with Milk
01/10/2024,4:08:39 PM,card,ANON-0000-0000-0637,35.76,Hot Chocolate
01/10/2024,4:41:54 PM,card,ANON-0000-0000-0700,25.96,Americano
01/10/2024,6:08:27 PM,card,ANON-0000-0000-0701,35.76,Latte
01/10/2024,6:23:11 PM,card,ANON-0000-0000-0702,35.76,Latte
01/10/2024,6:24:14 PM,card,ANON-0000-0000-0702,35.76,Hot Chocolate
01/10/2024,8:03:22 PM,card,ANON-0000-0000-0585,35.76,Hot Chocolate
02/10/2024,7:57:19 AM,card,ANON-0000-0000-0703,35.76,Latte
02/10/2024,8:42:45 AM,card,ANON-0000-0000-0141,25.96,Cortado
02/10/2024,9:19:17 AM,card,ANON-0000-0000-0276,30.86,Americano with Milk
02/10/2024,10:22:02 AM,card,ANON-0000-0000-0375,35.76,Latte
02/10/2024,10:23:55 AM,card,ANON-0000-0000-0704,30.86,Americano with Milk
02/10/2024,11:28:54 AM,card,ANON-0000-0000-0705,35.76,Cappuccino
02/10/2024,3:13:42 PM,card,ANON-0000-0000-0706,35.76,Cappuccino
02/10/2024,6:31:07 PM,card,ANON-0000-0000-0255,35.76,Hot Chocolate
02/10/2024,10:18:55 PM,card,ANON-0000-0000-0637,35.76,Hot Chocolate
02/10/2024,10:19:41 PM,card,ANON-0000-0000-0637,35.76,Hot Chocolate
02/10/2024,10:20:24 PM,card,ANON-0000-0000-0707,35.76,Hot Chocolate
03/10/2024,1:47:36 PM,card,ANON-0000-0000-0708,35.76,Cocoa
03/10/2024,3:12:05 PM,card,ANON-0000-0000-0709,30.86,Americano with Milk
03/10/2024,8:12:58 PM,card,ANON-0000-0000-0710,25.96,Cortado
03/10/2024,8:14:05 PM,card,ANON-0000-0000-0710,35.76,Hot Chocolate
03/10/2024,9:21:06 PM,card,ANON-0000-0000-0637,35.76,Hot Chocolate
03/10/2024,9:21:47 PM,card,ANON-0000-0000-0637,35.76,Hot Chocolate
03/10/2024,9:29:03 PM,card,ANON-0000-0000-0711,35.76,Cappuccino
03/10/2024,9:31:00 PM,card,ANON-0000-0000-0712,35.76,Hot Chocolate
04/10/2024,8:44:01 AM,card,ANON-0000-0000-0440,25.96,Americano
04/10/2024,8:45:39 AM,card,ANON-0000-0000-0440,25.96,Americano
04/10/2024,9:30:22 AM,card,ANON-0000-0000-0004,30.86,Americano with Milk
04/10/2024,9:31:27 AM,card,ANON-0000-0000-0003,25.96,Americano
04/10/2024,9:53:59 AM,card,ANON-0000-0000-0650,25.96,Cortado
04/10/2024,9:55:05 AM,card,ANON-0000-0000-0650,25.96,Cortado
04/10/2024,5:35:15 PM,card,ANON-0000-0000-0713,35.76,Latte
04/10/2024,5:42:22 PM,card,ANON-0000-0000-0714,35.76,Hot Chocolate
04/10/2024,5:44:36 PM,card,ANON-0000-0000-0714,35.76,Cocoa
05/10/2024,9:00:47 AM,card,ANON-0000-0000-0141,25.96,Cortado
05/10/2024,9:01:43 AM,card,ANON-0000-0000-0141,25.96,Cortado
05/10/2024,9:35:45 AM,card,ANON-0000-0000-0715,35.76,Cocoa
05/10/2024,1:12:13 PM,card,ANON-0000-0000-0206,35.76,Cappuccino
05/10/2024,8:08:38 PM,card,ANON-0000-0000-0012,25.96,Americano
05/10/2024,8:09:34 PM,card,ANON-0000-0000-0012,25.96,Americano
06/10/2024,8:22:57 AM,card,ANON-0000-0000-0141,25.96,Cortado
06/10/2024,10:05:44 AM,card,ANON-0000-0000-0195,35.76,Cappuccino
06/10/2024,10:06:47 AM,card,ANON-0000-0000-0195,25.96,Cortado
06/10/2024,11:55:29 AM,card,ANON-0000-0000-0716,35.76,Latte
06/10/2024,12:09:04 PM,card,ANON-0000-0000-0665,35.76,Latte
06/10/2024,12:10:17 PM,card,ANON-0000-0000-0665,35.76,Cappuccino
06/10/2024,12:11:43 PM,card,ANON-0000-0000-0665,30.86,Americano with Milk
06/10/2024,1:46:04 PM,card,ANON-0000-0000-0717,25.96,Americano
06/10/2024,1:47:02 PM,card,ANON-0000-0000-0717,35.76,Cappuccino
06/10/2024,1:50:00 PM,card,ANON-0000-0000-0718,30.86,Americano with Milk
06/10/2024,1:51:04 PM,card,ANON-0000-0000-0718,35.76,Latte
06/10/2024,1:51:56 PM,card,ANON-0000-0000-0718,35.76,Cappuccino
06/10/2024,4:31:34 PM,card,ANON-0000-0000-0719,35.76,Cappuccino
06/10/2024,4:35:46 PM,card,ANON-0000-0000-0720,21.06,Espresso
06/10/2024,6:17:45 PM,card,ANON-0000-0000-0721,30.86,Americano with Milk
06/10/2024,6:35:16 PM,card,ANON-0000-0000-0722,35.76,Hot Chocolate
06/10/2024,9:09:13 PM,card,ANON-0000-0000-0723,35.76,Hot Chocolate
06/10/2024,9:10:00 PM,card,ANON-0000-0000-0723,35.76,Hot Chocolate
06/10/2024,9:10:45 PM,card,ANON-0000-0000-0636,35.76,Hot Chocolate
06/10/2024,9:16:49 PM,card,ANON-0000-0000-0637,35.76,Latte
07/10/2024,8:33:36 AM,card,ANON-0000-0000-0724,35.76,Latte
07/10/2024,8:49:36 AM,card,ANON-0000-0000-0385,35.76,Latte
07/10/2024,8:50:42 AM,card,ANON-0000-0000-0385,30.86,Americano with Milk
07/10/2024,9:05:28 AM,card,ANON-0000-0000-0725,35.76,Cocoa
07/10/2024,9:09:58 AM,card,ANON-0000-0000-0726,35.76,Latte
07/10/2024,12:17:57 PM,card,ANON-0000-0000-0727,30.86,Americano with Milk
07/10/2024,2:31:45 PM,card,ANON-0000-0000-0728,25.96,Americano
07/10/2024,2:32:39 PM,card,ANON-0000-0000-0728,25.96,Americano
07/10/2024,5:48:55 PM,card,ANON-0000-0000-0494,35.76,Latte
07/10/2024,9:14:42 PM,card,ANON-0000-0000-0636,35.76,Hot Chocolate
07/10/2024,9:15:20 PM,card,ANON-0000-0000-0636,35.76,Hot Chocolate
07/10/2024,9:40:49 PM,card,ANON-0000-0000-0598,35.76,Latte
08/10/2024,8:11:51 AM,card,ANON-0000-0000-0703,35.76,Latte
08/10/2024,9:05:14 AM,card,ANON-0000-0000-0276,30.86,Americano with Milk
08/10/2024,10:22:31 AM,card,ANON-0000-0000-0700,25.96,Americano
08/10/2024,10:27:09 AM,card,ANON-0000-0000-0683,35.76,Latte
08/10/2024,11:30:10 AM,card,ANON-0000-0000-0726,35.76,Latte
08/10/2024,12:48:05 PM,card,ANON-0000-0000-0225,25.96,Americano
08/10/2024,12:49:05 PM,card,ANON-0000-0000-0225,25.96,Americano
08/10/2024,1:04:01 PM,card,ANON-0000-0000-0729,35.76,Latte
08/10/2024,1:04:59 PM,card,ANON-0000-0000-0729,35.76,Latte
08/10/2024,2:42:52 PM,card,ANON-0000-0000-0507,35.76,Latte
08/10/2024,3:13:41 PM,card,ANON-0000-0000-0475,35.76,Latte
08/10/2024,3:19:52 PM,card,ANON-0000-0000-0050,25.96,Americano
08/10/2024,3:50:43 PM,card,ANON-0000-0000-0730,30.86,Americano with Milk
08/10/2024,8:40:40 PM,card,ANON-0000-0000-0731,35.76,Hot Chocolate
08/10/2024,8:41:33 PM,card,ANON-0000-0000-0731,35.76,Cappuccino
08/10/2024,8:51:09 PM,card,ANON-0000-0000-0732,35.76,Latte
08/10/2024,9:24:32 PM,card,ANON-0000-0000-0040,30.86,Americano with Milk
08/10/2024,9:25:32 PM,card,ANON-0000-0000-0040,30.86,Americano with Milk
09/10/2024,7:54:43 AM,card,ANON-0000-0000-0570,35.76,Latte
09/10/2024,8:25:58 AM,card,ANON-0000-0000-0276,30.86,Americano with Milk
09/10/2024,9:43:21 AM,card,ANON-0000-0000-0424,30.86,Americano with Milk
09/10/2024,9:59:40 AM,card,ANON-0000-0000-0494,35.76,Latte
09/10/2024,10:37:57 AM,card,ANON-0000-0000-0733,21.06,Espresso
09/10/2024,11:18:02 AM,card,ANON-0000-0000-0734,25.96,Americano
09/10/2024,1:03:09 PM,card,ANON-0000-0000-0726,35.76,Latte
09/10/2024,1:52:35 PM,card,ANON-0000-0000-0735,30.86,Americano with Milk
09/10/2024,5:26:44 PM,card,ANON-0000-0000-0658,35.76,Cappuccino
09/10/2024,5:27:49 PM,card,ANON-0000-0000-0658,25.96,Americano
09/10/2024,5:50:00 PM,card,ANON-0000-0000-0736,21.06,Espresso
09/10/2024,8:49:12 PM,card,ANON-0000-0000-0737,35.76,Cappuccino
10/10/2024,8:48:07 AM,card,ANON-0000-0000-0003,25.96,Americano
10/10/2024,9:23:20 AM,card,ANON-0000-0000-0276,30.86,Americano with Milk
10/10/2024,9:51:44 AM,card,ANON-0000-0000-0738,35.76,Hot Chocolate
10/10/2024,10:05:09 AM,card,ANON-0000-0000-0375,35.76,Latte
10/10/2024,10:42:43 AM,card,ANON-0000-0000-0141,25.96,Cortado
10/10/2024,10:43:30 AM,card,ANON-0000-0000-0141,25.96,Cortado
10/10/2024,10:55:33 AM,card,ANON-0000-0000-0739,35.76,Latte
10/10/2024,11:04:19 AM,card,ANON-0000-0000-0740,35.76,Latte
10/10/2024,3:05:43 PM,card,ANON-0000-0000-0510,35.76,Cappuccino
10/10/2024,5:40:44 PM,card,ANON-0000-0000-0741,35.76,Latte
10/10/2024,6:18:33 PM,card,ANON-0000-0000-0742,25.96,Americano
10/10/2024,6:56:31 PM,card,ANON-0000-0000-0713,30.86,Americano with Milk
10/10/2024,6:57:35 PM,card,ANON-0000-0000-0713,35.76,Latte
10/10/2024,10:33:17 PM,card,ANON-0000-0000-0637,35.76,Hot Chocolate
10/10/2024,10:34:00 PM,card,ANON-0000-0000-0637,35.76,Hot Chocolate
11/10/2024,7:54:52 AM,card,ANON-0000-0000-0276,30.86,Americano with Milk
11/10/2024,8:00:51 AM,card,ANON-0000-0000-0703,35.76,Latte
11/10/2024,8:12:20 AM,card,ANON-0000-0000-0141,25.96,Cortado
11/10/2024,8:28:19 AM,card,ANON-0000-0000-0570,35.76,Latte
11/10/2024,8:29:22 AM,card,ANON-0000-0000-0570,35.76,Cocoa
11/10/2024,8:55:44 AM,card,ANON-0000-0000-0725,35.76,Cocoa
11/10/2024,8:56:59 AM,card,ANON-0000-0000-0726,30.86,Americano with Milk
11/10/2024,8:58:09 AM,card,ANON-0000-0000-0743,35.76,Hot Chocolate
11/10/2024,9:31:42 AM,card,ANON-0000-0000-0744,30.86,Americano with Milk
11/10/2024,9:38:47 AM,card,ANON-0000-0000-0402,25.96,Cortado
11/10/2024,10:00:40 AM,card,ANON-0000-0000-0375,25.96,Americano
11/10/2024,10:01:55 AM,card,ANON-0000-0000-0375,25.96,Americano
11/10/2024,10:30:36 AM,card,ANON-0000-0000-0242,30.86,Americano with Milk
11/10/2024,1:05:01 PM,card,ANON-0000-0000-0740,35.76,Latte
11/10/2024,1:29:02 PM,card,ANON-0000-0000-0012,25.96,Americano
11/10/2024,1:30:09 PM,card,ANON-0000-0000-0012,25.96,Americano
11/10/2024,2:33:41 PM,card,ANON-0000-0000-0745,35.76,Cocoa
11/10/2024,2:35:29 PM,card,ANON-0000-0000-0745,25.96,Americano
11/10/2024,2:50:09 PM,card,ANON-0000-0000-0714,35.76,Cappuccino
